id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,name,screen_name,type
21600,0,261694583652614144,16960335,"Opponents of Prop. 34 just raised $72K to keep the archaic #deathpenalty in CA. Donate now to support @SAFECalifornia  http://t.co/EZNBfvCG",NULL,truce57,NULL,NULL,NULL,NULL,0,,"2012-10-26 05:03:45",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,21600,16960335,0,http://a0.twimg.com/profile_images/207157665/mw2w9675_std-single-payer_normal.jpg,0,215,0,Ventura,8,-28800,1041,"Family physician, healthcare activist, writer, dreamer",292,truce57,en,3,"Scott Nass, MD MPA",http://scottnassmd.wordpress.com,"2008-10-25 01:30:24","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21602,0,261699674828832768,50169850,"Opponents of Prop. 34 just raised $72K to keep the #deathpenalty in CA. Donate now! http://t.co/DKkquTYF",NULL,bitsybooper,NULL,NULL,NULL,NULL,0,,"2012-10-26 05:23:59",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,21602,50169850,0,http://a0.twimg.com/profile_images/1421402488/IMG_0278_normal.JPG,0,42,0,California,0,0,159,,149,bitsybooper,en,1,"Beth C",http://bethsblueroom.blogspot.com/friends.blogspot.com/,"2009-06-24 01:28:41",,1,NULL,NULL,NULL
21621,0,261819676999442432,279870995,"RT @CaptivatingNews: Proposition 34 would kill a broken death penalty http://t.co/rgosQ03y #p2",NULL,jesseimae,NULL,NULL,NULL,NULL,0,,"2012-10-26 13:20:50",1,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,CaptivatingNews,21621,279870995,0,http://a0.twimg.com/profile_images/2758189128/617e1c8b11139b54b771686c08d8a435_normal.jpeg,1,1131,0,"Portland, Maine",24,-18000,13022,"Pagan carpenter had property stolen and civil rights violated by Portland Maine police witch hunt.  Dirty lawyers protect dirty cops in Portland Maine.",1195,jesseimae,en,3066,"mae brown",http://about.me/ParanormalInvestigatorsMaine,"2011-04-10 05:25:09","Eastern Time (US & Canada)",1,NULL,NULL,NULL
21623,0,261824548608028672,499778198,"CA Proposition 34 would repeal death penalty; create a $100 million fund to help solve #rape &amp; murder cases. http://t.co/f1BUGwDP #p2",NULL,BluZee1,NULL,NULL,NULL,NULL,0,,"2012-10-26 13:40:11",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,21623,499778198,0,http://a0.twimg.com/profile_images/2764908978/0297b4a2ed097613abbc2f361183d34d_normal.jpeg,0,516,0,"Red HELL Texas",12,-21600,2994,"Mature (old) Liberal Feminist woman. Looking for fun, meaningful work,and a man :) Will relocate. Freelance IT, Graphics, Accounting, Writer, Public Speaker",1165,BluZee1,en,64,BluZee,,"2012-02-22 13:28:59","Central Time (US & Canada)",1,NULL,NULL,NULL
21666,0,261890683009376256,33347929,"What Prop. 34 folks don’t want you to know http://t.co/1bMVLEvf",NULL,JohnStandish136,NULL,NULL,NULL,NULL,0,,"2012-10-26 18:02:59",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,21666,33347929,0,http://a0.twimg.com/profile_images/1411294448/043_normal.jpg,0,83,0,"San Diego, California",2,-28800,451,"Consultant for strategic planning, insurance fraud, and emerging technology (analytics)  Chief, Retired, with 32 years experience in California law enforcement.",243,JohnStandish136,en,2,"John Standish",http://www.johnstandishconsultinggroup.com,"2009-04-20 00:02:46","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21687,0,261911439512571904,30090974,"RT @latimes: Prop. 34 support to repeal death penalty in CA surges http://t.co/1HHTIX3P",NULL,greenscribd,NULL,NULL,NULL,NULL,0,,"2012-10-26 19:25:27",1,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,latimes,21687,30090974,0,http://a0.twimg.com/profile_images/1928687775/the-dudley-perkins-expressions-instrumentals_normal.jpg,0,53,0,,0,-21600,733,"Penning my next screenplay.",241,greenscribd,en,846,Scribe,,"2009-04-09 23:01:52","Central Time (US & Canada)",1,NULL,NULL,NULL
21688,0,261911443622985729,7139302,"RT @latimes: Prop. 34 support to repeal death penalty in CA surges http://t.co/1HHTIX3P",NULL,La_Shawn,NULL,NULL,NULL,NULL,0,,"2012-10-26 19:25:28",2,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,latimes,21688,7139302,0,http://a0.twimg.com/profile_images/1553629670/twitpic_normal.jpg,0,5861,0,Transylvania,431,-28800,10869,"Reformed, conservative, freelance writer, and blogger. WORLDmag.com columnist and Christian Research Journal contributor.",797,La_Shawn,en,0,"La Shawn",http://lashawnbarber.com/,"2007-06-28 21:30:15","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21689,0,261913535888625664,115883210,"RT @Donnzpg: Are we finally evolving? &lt;gasp!&gt; RT @latimes: Prop. 34 support to repeal death penalty in CA surges http://t.co/2SjBadmO",NULL,childfreediva,NULL,NULL,NULL,NULL,0,,"2012-10-26 19:33:47",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,Donnzpg,21689,115883210,0,http://a0.twimg.com/profile_images/2453845156/zgpwunirn0p2fol5tuqm_normal.jpeg,0,645,0,"Trans-Atlantic commuter",41,-28800,9487,"Lifelong atheist, progressive liberal, LGBT supporter, coffee addict, Mac user, relatively misanthropic, militantly childfree & pro-choice. ",740,childfreediva,en,147,Liz,,"2010-02-20 08:57:09","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21690,0,261913554330984448,100412090,"RT @latimes: Prop. 34 support to repeal death penalty in CA surges http://t.co/1HHTIX3P",NULL,Sc00bySnakx,NULL,NULL,NULL,NULL,0,,"2012-10-26 19:33:52",11,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,latimes,21690,100412090,0,http://a0.twimg.com/profile_images/2702541103/0b79adc7f7ad7c43aa1f085ac98c135a_normal.jpeg,0,134,0,,3,-28800,5475,"Dont walk behind me; I may not lead. Don't walk in front of me; I may not follow. Just walk beside me and be my friend! =P",232,Sc00bySnakx,en,1214,Sc00by®™♐,,"2009-12-30 05:13:50","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21745,0,261994364077752320,24080043,"Vote Yes on Proposition 37!: great new video! http://t.co/I6kj34jI @prop37 #gmo #food",NULL,SarahNow,NULL,NULL,NULL,NULL,0,,"2012-10-27 00:54:58",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,21745,24080043,0,http://a0.twimg.com/profile_images/554390272/_EC_7897_p_normal.jpg,0,1007,0,"Los Angeles, CA",64,-28800,2104,"vegetarian locavore yogi 2-state solution Jew who works as a researcher, writer and media strategist and finds bliss at farmers' markets and swimming",709,SarahNow,en,0,"Sarah Newman",http://www.huffingtonpost.com/sarah-newman,"2009-03-13 00:12:24","Pacific Time (US & Canada)",1,"Sarah Newman",SarahNow,mention
21792,0,267999724399910912,40790400,"RT @WTIUSA: http://t.co/6hO9Zf0y Excellent ""Storify"" on Prop. 34 by the film production team of ""One in Ten"" on the... http://t.co/rcBKDT1t",NULL,MGarner08,NULL,NULL,NULL,NULL,0,,"2012-11-12 14:38:08",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,WTIUSA,21792,40790400,0,http://a0.twimg.com/profile_images/2589249082/ful7wprgs819l82himaf_normal.jpeg,0,223,0,"Washington D.C.",6,-21600,7020,"Multimedia journalist, videographer, designer and sassy Arkansas girl who makes a fine pan of brownies. Currently a hard-working news producer in DC.",295,MGarner08,en,0,"Megan Garner",http://www.megangarner.com,"2009-05-18 02:14:01","Central Time (US & Canada)",1,NULL,NULL,NULL
21793,0,267999724580249600,239010077,"RT @WTIUSA: http://t.co/6hO9Zf0y Excellent ""Storify"" on Prop. 34 by the film production team of ""One in Ten"" on the... http://t.co/rcBKDT1t",NULL,one_for_ten,NULL,NULL,NULL,NULL,0,,"2012-11-12 14:38:08",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,WTIUSA,771,239010077,0,http://a0.twimg.com/profile_images/1884119310/logo_square_normal.jpg,1,442,0,"London, UK and across the US",13,0,700,"For every 10 people executed in the USA since 1976, 1 has been released. These films meet ten innocent people who spent time on death row. ",1050,one_for_ten,en,5,"One For Ten",http://www.oneforten.com,"2011-01-16 15:51:13",Casablanca,1,"One For Ten",one_for_ten,mention
21795,0,268012996792557569,19023939,"PROP. 34 DEFEAT A CIVIL LIBERTIES LOSS http://t.co/h7zxAFMl via @utsandiego #deathpenalty",NULL,davidalove,NULL,NULL,NULL,NULL,0,,"2012-11-12 15:30:52",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,1546,19023939,0,http://a0.twimg.com/profile_images/1857964530/David_A._Love_05_Feb._17_09.12_normal.jpg,0,1205,0,"Philadelphia, Pennsylvania",66,-18000,3950,"Executive Director, Witness to Innocence @WTIUSA | Executive Editor, @BC\_Nation
 | Contributor, @NBCNews' @theGrio,@HuffingtonPost, @guardian, @theprogressive",2001,davidalove,en,0,"David A. Love",http://davidalove.blogspot.com/,"2009-01-15 14:50:39","Eastern Time (US & Canada)",1,"David A. Love",davidalove,mention
21837,0,266335639128125440,32501034,"RT @Stanford_Daily: While Stanford voted to repeal the death penalty (Prop. 34) and label genetically-modified food (Prop. 37) , both pr ...",NULL,RohitSatapathy,NULL,NULL,NULL,NULL,0,,"2012-11-08 00:25:39",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,Stanford_Daily,21837,32501034,0,http://a0.twimg.com/profile_images/2285897361/image_normal.jpg,1,111,0,"Stanford, CA",5,-28800,1341,"IIT grad & @StanfordBiz MBA. Currently working on #Relevance & #Personalization",88,RohitSatapathy,en,25,"Rohit Satapathy",http://rohitsat.com,"2009-04-17 18:01:24","Pacific Time (US & Canada)",1,NULL,NULL,NULL
21916,0,266399064491429889,902903226,"National Coalition to Abolish the Death Penalty Statement on the Narrow Defeat of Proposition 34 in California to... http://t.co/C1X42wWj",NULL,UndercurrentNow,NULL,NULL,NULL,NULL,0,,"2012-11-08 04:37:41",0,NULL,NULL,NULL,Facebook,0,NULL,0,NULL,NULL,,7974,902903226,0,http://a0.twimg.com/profile_images/2777325793/f2e9d7e971cd818bdd40088bb856d9b8_normal.jpeg,0,161,0,"Los Angeles, CA",0,-25200,594,"A film about what people really think but won't openly admit. Money, Fame, Politics, Race, Religion, Sex. What's the undercurrent?",1433,UndercurrentNow,en,39,Undercurrent,http://undercurrentfilm.com/,"2012-10-25 00:41:17",Arizona,1,Undercurrent,UndercurrentNow,mention
21921,0,266405423534440448,69386673,"RT @allisonkilkenny: RT @JasonLeopold: Proposition 34: Death penalty repeal fails  http://t.co/XpKk1EnY",NULL,curiouscliche,NULL,NULL,NULL,NULL,0,,"2012-11-08 05:02:57",2,NULL,NULL,NULL,twicca,0,NULL,0,NULL,NULL,allisonkilkenny,549,69386673,0,http://a0.twimg.com/profile_images/1849758721/5812_1080036695134_1652803139_292755_7510937_n_normal.jpg,0,324,0,"My Ancestral Homeland NJ",16,-18000,87572,"Lately, I listen: http://www.formspring.me/curiouscliche
Also, I mostly use this account to retweet more than tweet/yell at people with lots of followers.",83,curiouscliche,en,1,"Vincent Vecchione",http://www.facebook.com/vincent.vecchione,"2009-08-27 19:54:40",Quito,1,NULL,NULL,NULL
21934,0,266434541521076224,556539227,"Vote yes on proposition 34",NULL,judyboo_,NULL,NULL,NULL,NULL,0,,"2012-11-08 06:58:39",0,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,,18792,556539227,0,http://a0.twimg.com/profile_images/2788068959/36f10b46f6526730facfffbbcad42731_normal.jpeg,1,232,0,,0,-25200,13128,"》NO fucks Given ஜ independent ♚ ; bestiee @Mrspajass ♡ .",197,judyboo_,en,35,❤,,"2012-04-18 04:19:39",Arizona,1,❤,judyboo_,mention
21943,0,265969717645303808,149895888,"RT @SNPdavid: Lots of politics to watch tonight, but keep an eye on @SAFECalifornia for news on California Proposition 34 on ending the  ...",NULL,RLemkin,NULL,NULL,NULL,NULL,0,,"2012-11-07 00:11:36",2,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,SNPdavid,21943,149895888,0,http://a0.twimg.com/profile_images/2400810154/jle15tluatxx5biz8m7h_normal.jpeg,1,994,0,"Scottish Borders",43,0,35286,"Disaffected recovering student. Worryingly interested in politics and thus never going to get a job! May tweet about cats.. ",625,RLemkin,en,282,"Daniel Juett",,"2010-05-30 14:30:47",Casablanca,1,NULL,NULL,NULL
21945,0,265975179748990976,167712338,"RT @SNPdavid: Lots of politics to watch tonight, but keep an eye on @SAFECalifornia for news on California Proposition 34 on ending the  ...",NULL,burdzeyeview,NULL,NULL,NULL,NULL,0,,"2012-11-07 00:33:19",2,NULL,NULL,NULL,"Twitter for iPad",0,NULL,0,NULL,NULL,SNPdavid,21945,167712338,0,http://a0.twimg.com/profile_images/1550390251/the_Burd_normal.jpg,0,2739,0,Scotland,82,0,30195,"passionate campaigner & commentator on Scottish social justice issues;  mammy to the Big Yin and Boy Wonder;  not nearly as scary as I pretend to be",1025,burdzeyeview,en,217,"Kate Higgins",http://burdzeyeview.wordpress.com,"2010-07-17 08:33:03",Edinburgh,1,NULL,NULL,NULL
21948,0,265979279765020674,452764138,"Yes on Prop. 34....?? Anybody care? No? Hahaha",NULL,andrewmkelly9,NULL,NULL,NULL,NULL,0,,"2012-11-07 00:49:36",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,21948,452764138,0,http://a0.twimg.com/profile_images/2701149690/086ac41d0b71859f0623a4a94e6c9829_normal.jpeg,1,98,0,"Rancho Cucamonga California",0,0,642,"Senior. 17. Damien High School. US NAVY bound⚓Notre Dame Football
Ad maiorem Dei gloriam -For the greater glory of God. 
",234,andrewmkelly9,en,378,"Andrew Kelly",,"2012-01-02 06:37:07",,1,NULL,NULL,NULL
21951,0,265982223352750080,579884020,"Workers Discuss Proposition 34 Near Los Angeles City Hall - Neon Tommy http://t.co/eIgDOcp3",NULL,CityoLosAngeles,NULL,NULL,NULL,NULL,0,,"2012-11-07 01:01:18",0,NULL,NULL,NULL,dlvr.it,0,NULL,0,NULL,NULL,,21951,579884020,0,http://a0.twimg.com/profile_images/2654237678/5b6bd9e8ab76aaea9a35d1846cf63f46_normal.jpeg,0,1344,0,"LA BABY!",6,28800,189,"All the latest breaking news about City of Los Angeles",1040,CityoLosAngeles,en,0,"City o Los Angeles",,"2012-05-14 13:33:49",Beijing,1,NULL,NULL,NULL
21959,0,266002295395856385,915377898,"Ballot measures... other than gay marriage watch Proposition 34 in CA. Would overturn the death penalty and move 700 inmates off death row.",NULL,PriorLakeAPWH,NULL,NULL,NULL,NULL,0,,"2012-11-07 02:21:03",0,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,,21959,915377898,0,http://a0.twimg.com/profile_images/2786136712/8d530dcaceae125cb9248b14af155515_normal.jpeg,0,49,0,PLHS,0,-18000,13," ",26,PriorLakeAPWH,en,0,"Mr. Wagner",,"2012-10-30 19:59:39","Eastern Time (US & Canada)",1,"Mr. Wagner",PriorLakeAPWH,mention
21962,0,266007966430404608,419152160,"RT @imwatshedesires: California proposition 34: replace the death penalty with life without the possibility of parole - YES!!!",NULL,Lexxyduhh,NULL,NULL,NULL,NULL,0,,"2012-11-07 02:43:36",5,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,imwatshedesires,21962,419152160,0,http://a0.twimg.com/profile_images/2748522138/e2c1f18842e46ca68b417063835ed9da_normal.jpeg,0,251,0,"~Strawberry Land~",1,-25200,4134,"#teamAndroid #Belieber #teamLibra #Sophomore #teamPLL #teamSingle #Justice4Trayvon #teamPink #teamHeat #PackerNation #Darkskin",261,Lexxyduhh,en,743,"Strawberry Shortcake",,"2011-11-23 01:08:31","Mountain Time (US & Canada)",1,NULL,NULL,NULL
21968,0,266020908983001088,12135362,"Not just no, but HELL NO RT @abc15: Education Tax Proposition 204:  No 66%, Yes 34%, 18% of precincts reporting http://t.co/V1gfj6jK",NULL,ExurbanKevin,NULL,NULL,NULL,NULL,0,,"2012-11-07 03:35:01",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,abc15,21968,12135362,0,http://a0.twimg.com/profile_images/2734173577/12183e88d002765e8dbb8ff131487b11_normal.png,1,720,0,Arizona,52,-25200,7473,"... and my thoughts, they'd be hatchin' as my head, I was scratchin'...",654,ExurbanKevin,en,6,ExKev,http://www.exurbanleague.com/misfires,"2008-01-11 23:07:00",Arizona,1,ExKev,ExurbanKevin,mention
21973,0,266022867286753280,208407450,"Candidates for LA DA weigh in on Props 30, 34 and 36. ""The Race for LA District Attorney"" Which Way, L.A.? on KCRW http://t.co/zVs204zw",NULL,1000ptsoflight,NULL,NULL,NULL,NULL,0,,"2012-11-07 03:42:48",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,10887,208407450,0,http://a0.twimg.com/profile_images/1157538115/Leslie_Obamicized_normal.gif,0,6,0,"43rd District",0,0,150,"Political writer, progressive, and armchair activist. ",10,1000ptsoflight,en,58,"Leslie Goodbar",,"2010-10-27 06:39:25",,1,NULL,NULL,NULL
22035,0,266043567619854337,316908099,"Good job California voters!                Props 30, 31, 32, 33, 34, 37 &amp; 38 -&gt; No  Props 35, 36, 39 &amp; 40 -&gt; Yes",NULL,CeeeLoLo,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:05:04",0,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,,22035,316908099,0,http://a0.twimg.com/profile_images/2813196059/1c6315b3cb650a1f5b7f1adac498ef26_normal.jpeg,1,93,0,,0,-28800,1354,"Believer of GOD, as HE is my only SAVIOR.",527,CeeeLoLo,en,21,LoriKoubikian,,"2011-06-14 04:19:44","Pacific Time (US & Canada)",1,NULL,NULL,NULL
22039,0,266044012903944192,1690351,"No on Props 30, 34, and 37 leading :| http://t.co/BFM0ql39",NULL,jasonjoo,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:06:50",0,NULL,NULL,NULL,Janetter,0,NULL,0,NULL,NULL,,17006,1690351,0,http://a0.twimg.com/profile_images/2812786941/c1cbe4f83e1387eb88c1d7117d1e63f2_normal.jpeg,0,306,0,"Southern California",12,-28800,28980,"Student, gamer, gadget geek, fan of all music, occasional writer, S♥NE.",306,jasonjoo,en,1165,"Jason Joo",http://flavors.me/jasonjoo,"2007-03-21 00:02:20","Pacific Time (US & Canada)",1,NULL,NULL,NULL
22040,0,266044034068381696,850481580,"Props 30-34  have majority of no",NULL,Mnegrete94,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:06:55",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,251,850481580,0,http://a0.twimg.com/profile_images/2749440855/e82cbf005ea04a612e156f4f32729141_normal.jpeg,0,47,0,,0,0,1468,"In love with the greatest guy in the world❤His name's Alex ⚾ Baseball Girlfriend Cal State Fullerton Pre-Nurse Major",101,Mnegrete94,en,37,"Michelle Negrete",,"2012-09-28 05:04:39",,1,"Michelle Negrete",Mnegrete94,mention
22052,0,266046271964463104,147311750,"I need them to show me the outcome for the props 30 an 34 an stuff",NULL,Resa_Resa23,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:15:48",0,NULL,NULL,NULL,"TweetCaster for Android",0,NULL,0,NULL,NULL,,22052,147311750,0,http://a0.twimg.com/profile_images/1546030825/326641842_normal.jpg,0,592,0,"ÜT: 37.748504,-122.389916",31,-18000,79025,"Sassy fun monster with sexy specks will follow back (please no people  twitin  AD'S) thanks =o)if your not followin me dnt fuckin ask me to follow you period!! ",463,Resa_Resa23,en,49,"Metta rainbow peace!",,"2010-05-23 20:06:13",Quito,1,NULL,NULL,NULL
22057,0,266047219650686976,347310416,"Defeats of props 30 &amp; 34 would make for a bittersweet night.",NULL,howell_ben,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:19:34",0,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,,22057,347310416,0,http://a0.twimg.com/profile_images/1474489965/IMG_0130_normal.jpg,0,63,0,,2,-25200,560,"Medical Student, Saxophonist, Eagle Scout. SF, CA",153,howell_ben,en,1,"Ben Howell",http://furtanic.blogspot.com,"2011-08-02 16:07:28",Arizona,1,NULL,NULL,NULL
22083,0,266048891466698753,16276723,"RT @jillstewart: Proposition 34 Death Penalty Repeal: Absentee Ballot and Early Returns look bad for those at San Quentin. http://t.co/K ...",NULL,tomorrow68,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:26:13",2,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,jillstewart,17427,16276723,0,http://a0.twimg.com/profile_images/2287437041/ojbvuvj5q3uleqjviuhu_normal.jpeg,0,108,0,"Kristin Johnson",0,-21600,2534,"Now what?",253,tomorrow68,en,2,"Kristin, still. ",http://kristinmaryjohnson.blogspot.com/,"2008-09-13 22:03:44","Central Time (US & Canada)",1,NULL,NULL,NULL
22085,0,266049598462771201,79129156,"Anti-Death Penalty Prop. 34 Trailing http://t.co/2BUOZXyG #bayarea",NULL,SFnewsnow,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:29:01",0,NULL,NULL,NULL,dlvr.it,0,NULL,0,NULL,NULL,,181,79129156,0,http://a0.twimg.com/profile_images/1880353516/sf-golden-gate-bridge_normal.gif,0,3053,0,"San Francisco, California",163,-28800,74156,"San Francisco News Now • 425 Market Street • San Francisco • California • 94105 • #SFnews • #thecity • #bayarea • #goldengate • #sanfrancisco • #SF",401,SFnewsnow,en,1,"San Francisco News",,"2009-10-02 08:16:01","Pacific Time (US & Canada)",1,"San Francisco News",SFnewsnow,mention
22095,0,266050432881786880,464720356,"Vote yes to proposition 34, California",NULL,ab_ollie,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:32:20",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,,22095,464720356,0,http://a0.twimg.com/profile_images/2199240923/080_normal.JPG,0,100,0,"Raleigh, NC  Oxford, MS",0,-21600,404,Naturally,198,ab_ollie,en,10,"Addison Oliver",,"2012-01-15 15:11:41","Central Time (US & Canada)",1,NULL,NULL,NULL
22140,0,266054171315290112,230442590,"RT @ZeeAlrefaie: 56% Voted No on proposition 34.

""Death Penalty""
 
#California 
  
 @aboushehri",NULL,Sayegh87,NULL,NULL,NULL,NULL,0,,"2012-11-07 05:47:12",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,ZeeAlrefaie,22140,230442590,0,http://a0.twimg.com/profile_images/2751979901/9253996d98bf64c715a099b06a3a2e0e_normal.jpeg,0,1029,0,Kuwait,6,10800,5183,"Born in the wrong century • Multiple Personalities • Undercover Superhero • Character in a Novel •",348,Sayegh87,en,402,"Naj AlSayegh",,"2010-12-25 13:46:32",Kuwait,1,NULL,NULL,NULL
22183,0,266061677785653248,23669758,"California Proposition 34 - Repeal Death Penalty what a shame http://t.co/NiJAlPW8",NULL,darionahi,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:17:02",0,NULL,NULL,NULL,"Photos on iOS",0,NULL,0,NULL,NULL,,17140,23669758,0,http://a0.twimg.com/profile_images/2626722428/7i6d3qg07fcp87r1ddm2_normal.png,1,433,0,,9,0,9898,"

all my tweets r personal opinion & usually wrong",1102,darionahi,en,1046,"Dario Nahi",,"2009-03-10 22:19:52",London,1,NULL,NULL,NULL
22248,0,266070895385255936,31532083,"Ballot measure to end death penalty, Proposition 34, is trailing 44.3% yes, 55.7% no, with 27.4% precincts reporting",NULL,ChrisMegerian,NULL,NULL,NULL,NULL,0,,"2012-11-07 06:53:39",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,,39,31532083,0,http://a0.twimg.com/profile_images/1791307378/photo_normal.JPG,0,1870,0,"Sacramento, CA",104,-18000,5957,"Los Angeles Times reporter in Sacramento covering politics and state budget crisis. Former statehouse reporter at The Star-Ledger. RTs aren't endorsements.",470,ChrisMegerian,en,0,"Chris Megerian",http://latimesblogs.latimes.com/california-politics/,"2009-04-15 21:48:21","Eastern Time (US & Canada)",1,"Chris Megerian",ChrisMegerian,mention
22304,0,266076772146229248,579167876,"Voters saying no to Prop. 34 death penalty repeal: SACRAMENTO - With nearly a fourth of precincts re... http://t.co/nJAbxkY1 #sacramento",NULL,CA_Sacramento,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:17:00",0,NULL,NULL,NULL,twitterfeed,0,NULL,0,NULL,NULL,,661,579167876,0,http://a0.twimg.com/profile_images/2215567319/98__2__normal.jpg,0,4,0,"Sacramento, California",0,-28800,5603,"All local  Sacramento,California news all on one twitter. Reviews, sports, events, weather, crime, traffic + tons more!",1,CA_Sacramento,en,0,"Sacramento News Netw",,"2012-05-13 18:18:34","Pacific Time (US & Canada)",1,NULL,NULL,NULL
22322,0,266078238722375680,53339966,"RT @ShayneMallard: Disappointing result in Calafornia with Anti-Death Penalty Prop. 34 defeated - 725 on death row in CA http://t.co/exa ...",NULL,senthorun,NULL,NULL,NULL,NULL,0,,"2012-11-07 07:22:50",1,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,ShayneMallard,22322,53339966,0,http://a0.twimg.com/profile_images/2732061636/1be0e9e5567a1bc5c8d6e83bf5d1370f_normal.jpeg,0,2806,0,Sydney,72,36000,17871,"President, Amnesty International NSW (@AmnestyNSW) and Churchill Fellow. Passionate about pop culture, law, politics and justice. Tweets are just my musings. ",660,senthorun,en,47,"Senthorun Raj",http://usyd.academia.edu/SenthorunRaj,"2009-07-03 09:08:28",Sydney,1,NULL,NULL,NULL
22408,0,266107425269100544,128511856,"@SonomaLass Very sad about props 34 and 37 here too. @mctclover @Zoe_Archer",NULL,janine_ballard,NULL,266104260515741696,15634495,NULL,0,SonomaLass,"2012-11-07 09:18:48",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,22408,128511856,0,http://a0.twimg.com/profile_images/2081106729/yellow_flower_gravatar_normal.jpeg,0,474,0,"Los Angeles",20,0,9352,"Romance reader, reviewer for the Dear Author blog, and writer.",183,janine_ballard,en,34,"Janine Ballard",http://www.dearauthor.com,"2010-04-01 10:26:37",,1,NULL,NULL,NULL
22426,0,266113187991130112,56101684,"La proposition 34 qui visait à abolir la peine de mort a été rejetée aussi. Une victoire au goût amer http://t.co/KGpAWm73 (thx @zefede)",NULL,kwyxz,NULL,NULL,NULL,NULL,0,,"2012-11-07 09:41:42",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,9875,56101684,0,http://a0.twimg.com/profile_images/2732051693/87bd8af520dfe952fcf4d98fd8556070_normal.jpeg,1,1786,0,"Los Angeles",115,3600,24834,"Find a rope to move to the next building. You have my support. ",146,kwyxz,en,242,kwyxz,http://www.kwyxz.org/weblog/,"2009-07-12 14:23:46",Paris,1,kwyxz,kwyxz,mention
